"_prepare"	"acc"	"accuracy"	"average_response_time"	"avg_rt"	"background"	"bidi"	"canvas_backend"	"clock_backend"	"color_backend"	"compensation"	"confidence_immediate"	"coordinates"	"correct"	"correct_live_view"	"count_admin_check"	"count_check_confidence_imm"	"count_check_identification"	"count_check_made_identification"	"count_check_multiple_identification"	"count_check_proceeding_identification"	"count_confidence_imm"	"count_end_of_experiment"	"count_experiment"	"count_identification_task"	"count_instructions"	"count_instructions_after_multiple"	"count_instructions_after_proceed_identification"	"count_instructions_before_view"	"count_instructions_sequence"	"count_lineup_loop"	"count_lineup_sequence"	"count_live_lineup"	"count_live_view"	"count_logger"	"count_made_identification"	"count_multiple_identification"	"count_proceed_identification"	"count_repeat_lineup_sequence_identification"	"count_repeat_lineup_sequence_multiple"	"count_setting_sequence"	"cursor_x"	"cursor_y"	"datetime"	"description"	"disable_garbage_collection"	"empty_column"	"experiment_file"	"experiment_path"	"font_bold"	"font_family"	"font_italic"	"font_size"	"font_underline"	"foreground"	"form_clicks"	"form_response"	"fullscreen"	"height"	"identification"	"identification_made"	"identification_multiple"	"identification_proceed"	"keyboard_backend"	"live_row"	"live_row_instructions"	"live_row_lineup_loop"	"live_row_live_lineup"	"logfile"	"member"	"mouse_backend"	"opensesame_codename"	"opensesame_version"	"repeat_cycle"	"response"	"response_live_view"	"response_time"	"response_time_live_view"	"round_decimals"	"sampler_backend"	"sound_buf_size"	"sound_channels"	"sound_freq"	"sound_sample_size"	"start"	"subject_nr"	"subject_parity"	"synth_backend"	"time_admin_check"	"time_check_confidence_imm"	"time_check_identification"	"time_check_made_identification"	"time_check_multiple_identification"	"time_check_proceeding_identification"	"time_confidence_imm"	"time_end_of_experiment"	"time_experiment"	"time_identification_task"	"time_instructions"	"time_instructions_after_multiple"	"time_instructions_after_proceed_identification"	"time_instructions_before_view"	"time_instructions_sequence"	"time_lineup_loop"	"time_lineup_sequence"	"time_live_lineup"	"time_live_view"	"time_logger"	"time_made_identification"	"time_multiple_identification"	"time_proceed_identification"	"time_repeat_lineup_sequence_identification"	"time_repeat_lineup_sequence_multiple"	"time_setting_sequence"	"title"	"total_correct"	"total_response_time"	"total_responses"	"transparent_variables"	"uniform_coordinates"	"width"
"71"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"824"	"751"	"02/21/18 15:16:35"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"0"	"0"	"0"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-68.csv"	"1"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"8229"	"8229"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"68"	"even"	"legacy"	NA	NA	"84426"	NA	NA	NA	NA	NA	"1625"	"75970"	"1627"	NA	NA	"1631"	"1631"	"67649"	"67649"	"67631"	"67740"	"84426"	NA	NA	NA	NA	NA	"67739"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"72"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"583"	"263"	"02/21/18 15:16:35"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"Not sure"	"no"	"no"	"no"	"legacy"	"1"	"0"	"1"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-68.csv"	"2"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"11806"	"11806"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"68"	"even"	"legacy"	NA	NA	"100419"	NA	NA	NA	NA	NA	"1625"	"96369"	"1627"	NA	NA	"1631"	"1631"	"67649"	"67649"	"67631"	"84563"	"100419"	NA	NA	NA	NA	NA	"84562"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"73"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"2"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"2"	"426"	"328"	"02/21/18 15:16:35"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"2"	"0"	"2"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-68.csv"	"3"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"8423"	"8423"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"68"	"even"	"legacy"	NA	NA	"112024"	NA	NA	NA	NA	NA	"1625"	"109009"	"1627"	NA	NA	"1631"	"1631"	"67649"	"67649"	"67631"	"100586"	"112024"	NA	NA	NA	NA	NA	"100585"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"74"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"3"	"3"	"0"	"0"	"0"	"3"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"3"	"165"	"345"	"02/21/18 15:16:35"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"Not sure"	"no"	"no"	"no"	"legacy"	"3"	"0"	"3"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-68.csv"	"4"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"14805"	"14805"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"68"	"even"	"legacy"	NA	NA	"129970"	NA	NA	NA	NA	NA	"1625"	"126961"	"1627"	NA	NA	"1631"	"1631"	"67649"	"67649"	"67631"	"112156"	"129970"	NA	NA	NA	NA	NA	"112155"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"75"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"4"	"4"	"0"	"0"	"0"	"4"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"6"	"0"	"0"	"0"	"0"	"0"	"4"	"3"	"124"	"02/21/18 15:16:35"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"4"	"0"	"4"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-68.csv"	"5"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"6028"	"6028"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"68"	"even"	"legacy"	NA	NA	"139307"	NA	NA	NA	NA	NA	"1625"	"136130"	"1627"	NA	NA	"1631"	"1631"	"67649"	"67649"	"67631"	"130101"	"139307"	NA	NA	NA	NA	NA	"130099"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"76"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"5"	"5"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"5"	"159"	"165"	"02/21/18 15:16:35"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"5"	"0"	"5"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-68.csv"	"6"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"8348"	"8348"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"68"	"even"	"legacy"	NA	NA	"152227"	NA	NA	NA	NA	NA	"1625"	"147785"	"1627"	NA	NA	"1631"	"1631"	"67649"	"67649"	"67631"	"139436"	"152227"	NA	NA	NA	NA	NA	"139435"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"77"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"5"	"5"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"5"	"159"	"165"	"02/21/18 15:16:35"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"No"	"no"	"No"	"legacy"	"5"	"0"	"5"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-68.csv"	"6"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"8348"	"8348"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"68"	"even"	"legacy"	"157203"	NA	"152227"	"157203"	NA	"177813"	NA	NA	"1625"	"147785"	"1627"	NA	NA	"1631"	"1631"	"67649"	"67649"	"67631"	"139436"	"177813"	"152262"	NA	"159385"	NA	NA	"139435"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"78"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"5"	"5"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"5"	"159"	"165"	"02/21/18 15:16:35"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Click to end"	"yes"	"768"	"No"	"No"	"no"	"No"	"legacy"	"5"	"0"	"5"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-68.csv"	"6"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"8348"	"8348"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"68"	"even"	"legacy"	"157203"	NA	"152227"	"157203"	NA	"177813"	NA	"177844"	"1625"	"147785"	"1627"	NA	NA	"1631"	"1631"	"67649"	"67649"	"67631"	"139436"	"179159"	"152262"	NA	"159385"	NA	NA	"139435"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"79"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"1223"	"432"	"02/21/18 15:50:24"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"0"	"0"	"0"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-69.csv"	"1"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"11384"	"11384"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"69"	"odd"	"legacy"	NA	NA	"55614"	NA	NA	NA	NA	NA	"1648"	"53149"	"1648"	NA	NA	"1652"	"1652"	"41666"	"41666"	"41649"	"41765"	"55614"	NA	NA	NA	NA	NA	"41764"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"80"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"684"	"503"	"02/21/18 15:50:24"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"1"	"0"	"1"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-69.csv"	"2"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"6434"	"6434"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"69"	"odd"	"legacy"	NA	NA	"64542"	NA	NA	NA	NA	NA	"1648"	"62180"	"1648"	NA	NA	"1652"	"1652"	"41666"	"41666"	"41649"	"55746"	"64543"	NA	NA	NA	NA	NA	"55744"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"81"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"50"	"relative"	"undefined"	"undefined"	"0"	"2"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"2"	"663"	"767"	"02/21/18 15:50:24"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"Yes"	"no"	"no"	"no"	"legacy"	"2"	"0"	"2"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-69.csv"	"3"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"8020"	"8020"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"69"	"odd"	"legacy"	NA	"79612"	"75436"	NA	NA	NA	"75436"	NA	"1648"	"72693"	"1648"	NA	NA	"1652"	"1652"	"41666"	"41666"	"41649"	"64672"	"79612"	NA	NA	NA	NA	NA	"64671"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"82"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"3"	"3"	"0"	"0"	"0"	"3"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"3"	"213"	"402"	"02/21/18 15:50:24"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"Not sure"	"no"	"no"	"no"	"legacy"	"3"	"0"	"3"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-69.csv"	"4"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"7983"	"7983"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"69"	"odd"	"legacy"	NA	"79612"	"89454"	NA	NA	NA	"75436"	NA	"1648"	"87725"	"1648"	NA	NA	"1652"	"1652"	"41666"	"41666"	"41649"	"79741"	"89454"	NA	NA	NA	NA	NA	"79741"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"83"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"4"	"4"	"0"	"0"	"0"	"4"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"6"	"0"	"0"	"0"	"0"	"0"	"4"	"918"	"614"	"02/21/18 15:50:24"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"4"	"0"	"4"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-69.csv"	"5"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"7366"	"7366"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"69"	"odd"	"legacy"	NA	"79612"	"99691"	NA	NA	NA	"75436"	NA	"1648"	"96948"	"1648"	NA	NA	"1652"	"1652"	"41666"	"41666"	"41649"	"89582"	"99691"	NA	NA	NA	NA	NA	"89581"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"84"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"60"	"relative"	"undefined"	"undefined"	"0"	"5"	"5"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"5"	"699"	"688"	"02/21/18 15:50:24"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"Yes"	"no"	"no"	"no"	"legacy"	"5"	"0"	"5"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-69.csv"	"6"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"4676"	"4676"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"69"	"odd"	"legacy"	NA	"111279"	"107889"	NA	NA	NA	"107890"	NA	"1648"	"104501"	"1648"	NA	NA	"1652"	"1652"	"41666"	"41666"	"41649"	"99824"	"111279"	NA	NA	NA	NA	NA	"99823"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"85"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"1"	"6"	"6"	"1"	"1"	"1"	"6"	"0"	"0"	"6"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"6"	"9"	"1"	"1"	"1"	"1"	"1"	"6"	"906"	"389"	"02/21/18 15:50:24"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"0"	"0"	"0"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-69.csv"	"1"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"10471"	"10471"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"69"	"odd"	"legacy"	NA	"111279"	"136578"	"113856"	"116615"	NA	"107890"	NA	"1648"	"134820"	"1648"	"116615"	NA	"1652"	"1652"	"124250"	"124250"	"41649"	"124348"	"136578"	"111312"	"113857"	NA	NA	"124232"	"124348"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"86"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"1"	"7"	"7"	"1"	"1"	"1"	"7"	"0"	"0"	"7"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"7"	"10"	"1"	"1"	"1"	"1"	"1"	"7"	"345"	"610"	"02/21/18 15:50:24"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"1"	"0"	"1"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-69.csv"	"2"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"5328"	"5328"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"69"	"odd"	"legacy"	NA	"111279"	"144780"	"113856"	"116615"	NA	"107890"	NA	"1648"	"142044"	"1648"	"116615"	NA	"1652"	"1652"	"124250"	"124250"	"41649"	"136716"	"144780"	"111312"	"113857"	NA	NA	"124232"	"136715"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"87"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"1"	"8"	"8"	"1"	"1"	"1"	"8"	"0"	"0"	"8"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"8"	"11"	"1"	"1"	"1"	"1"	"1"	"8"	"228"	"539"	"02/21/18 15:50:24"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"2"	"0"	"2"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-69.csv"	"3"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"6018"	"6018"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"69"	"odd"	"legacy"	NA	"111279"	"152850"	"113856"	"116615"	NA	"107890"	NA	"1648"	"150932"	"1648"	"116615"	NA	"1652"	"1652"	"124250"	"124250"	"41649"	"144913"	"152850"	"111312"	"113857"	NA	NA	"124232"	"144912"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"88"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"1"	"9"	"9"	"1"	"1"	"1"	"9"	"0"	"0"	"9"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"9"	"12"	"1"	"1"	"1"	"1"	"1"	"9"	"301"	"661"	"02/21/18 15:50:24"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"3"	"0"	"3"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-69.csv"	"4"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"4317"	"4317"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"69"	"odd"	"legacy"	NA	"111279"	"160211"	"113856"	"116615"	NA	"107890"	NA	"1648"	"157300"	"1648"	"116615"	NA	"1652"	"1652"	"124250"	"124250"	"41649"	"152983"	"160211"	"111312"	"113857"	NA	NA	"124232"	"152982"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"89"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"1"	"10"	"10"	"1"	"1"	"1"	"10"	"0"	"0"	"10"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"10"	"13"	"1"	"1"	"1"	"1"	"1"	"10"	"394"	"428"	"02/21/18 15:50:24"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"4"	"0"	"4"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-69.csv"	"5"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"5679"	"5679"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"69"	"odd"	"legacy"	NA	"111279"	"168764"	"113856"	"116615"	NA	"107890"	NA	"1648"	"166020"	"1648"	"116615"	NA	"1652"	"1652"	"124250"	"124250"	"41649"	"160340"	"168765"	"111312"	"113857"	NA	NA	"124232"	"160339"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"90"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"60"	"relative"	"undefined"	"undefined"	"1"	"11"	"11"	"1"	"1"	"1"	"11"	"0"	"0"	"11"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"11"	"14"	"1"	"1"	"1"	"1"	"1"	"11"	"449"	"613"	"02/21/18 15:50:24"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 2102"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"Yes"	"no"	"no"	"no"	"legacy"	"5"	"0"	"5"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 2102/subject-69.csv"	"6"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"5458"	"5458"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"69"	"odd"	"legacy"	NA	"179674"	"176780"	"113856"	"116615"	NA	"176781"	NA	"1648"	"174356"	"1648"	"116615"	NA	"1652"	"1652"	"124250"	"124250"	"41649"	"168898"	"179674"	"111312"	"113857"	NA	NA	"124232"	"168897"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
